,QueryName,ReleaseDate,RequiredAge,DLCCount,Metacritic,RecommendationCount,SteamSpyOwners,SteamSpyPlayersEstimate,AchievementCount,ControllerSupport,IsFree,SubscriptionAvail,CategorySinglePlayer,CategoryMultiplayer,CategoryCoop,CategoryMMO,CategoryInAppPurchase,CategoryIncludeLevelEditor,CategoryVRSupport,GenreIsIndie,GenreIsAction,GenreIsAdventure,GenreIsCasual,GenreIsStrategy,GenreIsRPG,GenreIsSimulation,GenreIsEarlyAccess,GenreIsFreeToPlay,GenreIsSports,GenreIsRacing,GenreIsMassivelyMultiplayer,PriceCurrency,PriceInitial,PriceFinal,Reviews
4608,Decay - The Mare,Feb 13 2015,0,0,60,474,67435,30669,42,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,9.99,9.99,[...] Decay: The Mare still has it where it counts creating a brilliantly paced horror game with a rare covert feeling of terror that any fan of the genre should play.4/5 - GameindustryGreat story great sounds and just great.9.0/10 - {LINK REMOVED}GameCriticA short dose of frightening fun Decay - The Mare is ideal for gamers who like psychological thrillers and light horror.Horrorcultfilms UK
4609,Fireworks Simulator,Nov 26 2014,0,0,0,112,10044,9864,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,USD,9.99,9.99, 
4610,Move or Die,Jan 21 2016,0,0,80,2307,201948,186165,73,True,False,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,14.99,14.99, 
4613,French Indie Sale,Feb 7 2014,0,1,0,189,0,0,30,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99, 
4614,iO,Dec 5 2014,0,0,0,132,26544,15603,39,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,USD,4.99,4.99,A highly addictive brain challenging game that will make you feel smarter as you finish each stage.45/5 - Gaming CypheriO provides an entertaining romp thats sure to test both your reflexes and brain power.Addictive - True PC GamingiO is a smart physics puzzler that requires brainpower and a lot of trial and error.Smart - IGN Benelux
4615,Rising World,Dec 3 2014,0,0,0,1812,99180,94338,0,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,True,False,True,False,False,False,False,USD,14.99,14.99, 
4616,Football Club Simulator - FCS,Mar 4 2016,0,0,0,0,18652,2870,18,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,USD,19.99,19.99, 
4617,Moto Racer Collection,Oct 2 2014,0,0,0,0,16680,6457,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,USD,9.99,9.99, 
4618,Verde Station,Dec 18 2014,0,0,0,190,17935,5919,12,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,USD,4.99,4.99, 
4619,Kalimba,Apr 22 2015,0,2,81,0,6636,5380,41,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,USD,9.99,9.99,Beautiful wonderfully designed thoughtful and thought-provoking...10/10 - Official Xbox MagazineOne of the biggest treats I have had all year...9/10 - God is a GeekPrecise taxing and faintly adorable its the Ones secret platforming weapon. Got a sneering Nintendo fan coming over? Show them this thing and their happy colourful brains will be blown into rainbow chunks.Games Radar
4620,CLANNAD,Nov 23 2015,0,0,83,620,32821,19190,22,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,USD,49.99,49.99, 
4621,Pyrite Heart,Sep 25 2014,17,0,0,247,13989,9685,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99, 
4622,CodeSpells,Sep 18 2015,0,0,0,111,13631,12554,0,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,False,USD,19.99,19.99, 
4623,I Will Escape,Dec 22 2014,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,USD,7.99,7.99, 
4624,VoidExpanse,Apr 2 2015,0,0,59,480,28517,25647,35,False,False,False,True,True,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,USD,14.99,14.99, 
4625,Revenge: Rhobar's myth,Sep 8 2015,0,0,0,0,2155,2667,29,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,6.99,6.99, 
4626,Bus Simulator 16,Mar 2 2016,0,1,0,1150,67794,65642,30,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,USD,24.99,24.99, 
4627,TOTM,Feb 3 2015,0,0,0,0,1076,811,0,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,USD,7.99,7.99, 
4628,The Body Changer,Oct 15 2015,0,0,0,0,8250,4304,45,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,USD,19.99,19.99,If you like the kind of cooperative action puzzle game and you are not afraid of difficult titles keep it in serious consideration because it is worth playing and a because its not a genre rich of releases.7.8/10 - http://multiplayer.it/giochi/the-body-changer-per-pc.htmlThe Body Changer: the videogame that makes us proud to be Italian- - http://www.gamesprincess.it/2015/10/the-body-changer-il-videogioco-che-ci-rende-fieri-di-essere-italiani/We feel to recommend the purchase the to all those who are looking for a challenging puzzle game and able to keep us glued to the keyboard for a long time.7/10 - http://ilovevg.it/recensioni/the-body-changer
4629,Pocket God vs Desert Ashes,Aug 19 2015,0,0,0,0,11837,1435,8,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,USD,4.99,4.99, 
4630,Desert Ashes,Nov 10 2014,0,0,0,0,26902,15245,11,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,USD,4.99,4.99, 
4631,Earth Under Siege,Dec 11 2014,0,0,0,0,539,539,37,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,USD,19.99,19.99, 
4632,SinaRun,Oct 26 2015,0,0,0,144,7712,5560,10,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,USD,2.99,2.99, 
4633,Boundless,Nov 13 2014,0,1,0,411,14886,14348,0,True,False,False,False,True,True,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,USD,34.99,34.99, 
4634,Halo: Spartan Strike,Apr 16 2015,0,0,0,331,91648,41071,20,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,2.99,2.99, 
4635,The Shopkeeper,Oct 23 2014,0,0,0,123,32104,3587,10,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,2.99,2.99, 
4636,Gemini: Heroes Reborn,Jan 18 2016,13,0,54,144,13451,5560,21,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,USD,14.99,14.99, 
4637,Impossible Creatures,Nov 11 2015,0,0,72,380,46631,33180,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99, 
4638,To Be or Not To Be,Feb 4 2015,0,0,0,0,11658,8788,33,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,USD,11.99,11.99,An energising and hilariously funny version of Hamlet Ryan Norths To Be Or Not To Be is a crucial gamebook for literature buffs and comedy fans alike9/10 - PocketgamerThis game is utterly uproarious and Tin Man did a great job at using their gamebook engine along with their visual and music touches at making this come to life.5/5 - Touch Arcade...an idea that is by most conventional literary standards terrible but pushed so far past terrible that it wraps around like a comet slingshotting around the sun and comes back as utterly brilliant.Time
4639,Caverns of the Snow Witch,Aug 3 2015,0,0,0,0,6457,2511,30,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,USD,9.99,9.99,Caverns of the Snow Witch is a classic gamebook and this digital version reinvigorates it for a digital generation. Its fast its fun and its story of icy tundra and giant dragons is worth sticking with until the end.8/10 - Pocketgamer...its a very solid gamebook and if youve enjoyed any of Tin Mans other conversions of Livingstones work its a journey worth embarking on.4/5 - Touch ArcadeCaverns of the Snow Witch is a great blast from the past perfect for the winter months.8/10 - Starburst Magazine
4640,The Warlock of Firetop Mountain,Aug 30 2016,0,0,68,0,9864,8429,60,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,USD,19.99,19.99,...it looks downright incredible.Pocket TacticsIts absolutely delightful...4/5 - PCWorldI can speak on behalf of Fighting Fantasy fans everywhere when I say that this is to date the most enjoyable and definitive adaptation of the gamebook8.3/10 - Game Cynic
4641,StuntMANIA Reloaded,Nov 13 2014,0,0,0,0,24392,10402,20,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,USD,4.99,4.99, 
4642,Monster Truck Destruction,Jul 10 2015,0,0,0,204,61338,14348,0,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,USD,4.99,4.99, 
4643,Experience 112,Oct 24 2014,0,0,0,0,21701,2511,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,USD,9.99,1.99, 
4644,Shadow Warrior 2,Oct 13 2016,0,0,0,0,179350,170382,0,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,USD,39.99,35.99, 
4645,TOXIKK,Sep 10 2016,0,1,0,2417,420216,256291,35,False,True,False,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False, ,0.0,0.0, 
4646,Parallax,Mar 10 2015,0,0,68,0,12734,7174,13,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99, 
4647,Deep Dungeons of Doom,Oct 14 2014,0,0,0,293,73354,40712,46,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,USD,4.99,4.99,Deep Dungeons of Doom is a dungeon-crawler but with most of the frustrating bits taken out and with the onus on instant gratification.80 - Pocket GamerDeep Dungeons of Doom Review - A Stripped-down Dungeon Crawler that Delivers90 - Touch ArcadePacey and immediate Deep Dungeons of Doom offers no-frills retro-themed fantasy fun.80 - AppSpy
4648,Save the Furries,Oct 10 2014,0,0,0,0,14527,1886,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,6.99,6.99, 
4649,Notch - The Innocent LunA: Eclipsed SinnerS,Jun 4 2015,15,3,0,286,10223,5919,20,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,USD,9.99,9.99,Theres no absolute right or wrong in Notch. Every character brings us an unforgettable and unconditional love.Ye Ming Yi (Jin Jiang Wen Xue Cheng Zhi Ming Zuo Zhe )Everyone in the story has a dual nature. Everyone has a dark side that was characterized vividly.<> Dian Zi Za Zhi This story left a different Notch in my heart that I will never forget.A Zhan (Ji Zhu Zhai She Qu Ban Zhu )
4650,Run or Die,Dec 11 2014,0,0,0,0,10761,5739,15,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99,Run or Die is an absolutely addicting game which shows beautifully that less is often more.4.2/5 - PWRUP
4651,Bik - A Space Adventure,Oct 14 2014,0,1,0,0,4125,2332,15,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,USD,5.99,5.99,Bik is accessible to all ilks of players whether an old school fan or a youngun to the scene it has everything a player could want in a modern adventure game.JayIsGamesBik is a fantastic game that not only emulates classic adventure games but improves on them and is a top notch game in its own right.9/10 - Android RundownBeautifully retro point and click with a classic space adventure story - we could ask for no more!4.3/5 - TapSmart
4653,Eternal Winter,Nov 24 2014,0,0,0,255,18652,10402,0,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,USD,9.99,9.99, 
4654,BEARZERKERS,Oct 23 2015,0,0,0,0,0,0,0,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,USD,12.99,12.99, 
4655,Mythos: The Beginning,Oct 27 2014,0,0,0,0,17218,9326,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,USD,5.99,5.99,The games writing style gets under your skin and sticks there for a bit.Destroy All Fanboys!Fans of classic horror will get a kick out of the story setting and characters.6/10 - Power Up GamingThe atmosphere and the exploration work extremely well together making this more than just another RPG in the pile.9/10 - Chalgyrs Game Room
